fid,rel_100_250m
1,5.69
2,-1.129
3,2.174
4,-0.251
5,0.151
6,1.327
7,9.762
8,1.084
9,-0.676
11,2.777
12,0.497
14,0.176
15,1.43
16,1.682
17,0.726
18,0.45
19,0.03
20,3.607
21,-0.459
22,1.007
23,-0.101
25,1.35
26,5.752
27,6.839
28,2.267
29,-2.396
30,1.156
31,-0.048
32,-1.767
33,-4.09
34,0.623
35,-2.429
36,-0.856
37,2.386
38,11.672
39,-0.082
40,0.637
41,0.403
42,-0.068
43,0.602
44,1.984
45,0.987
48,-0.045
49,14.795
50,4.426
51,3.318
52,0.828
53,-0.055
54,2.898
55,-2.613
56,0.869
57,-0.887
58,0.181
59,7.798
60,1.463
62,0.687
69,1.526
71,0.856
80,1.983
90,1.305
92,0.926
103,8.221
105,-0.794
106,-0.248
110,6.849
113,0.717
116,-1.501
126,1.252
132,7.341
140,-3.541
180,0.878
211,-0.262
227,-6.812
247,-0.412
279,0.844
283,0.777
312,1.452
313,0.183
314,0.247
315,0.436
472,-0.365
473,-0.22
474,1.08
475,6.299
476,-0.172
477,-1.724
478,3.937
479,11.006
481,2.348
490,6.966
492,5.92
496,7.825
513,7.576
514,5.289
515,0.223
516,1.048
517,-0.011
520,9.299
521,1.317
522,2.101
523,-1.275
524,0.012
525,5.803
526,0.232
527,8.131
528,2.76
529,2.617
530,-2.604
531,-0.758
532,-0.911
533,6.575
534,0.356
535,-3.838
536,0.209
537,-0.058
538,2.66
539,-6.836
540,6.81
541,3.485
542,2.329
543,1.207
544,1.006
545,1.526
546,2.178
547,11.884
548,0.163
549,-0.047
550,-0.486
551,1.524
552,2.137
553,5.727
556,-1.096
557,-1.348
562,0.864
592,-0.535
656,0.79
657,-0.414
